"Date","Price","Open","High","Low","Vol.","Change %"
"May 20, 2015","6,944.40","6,933.80","6,966.25","6,933.60","536.25M","0.50%"
"May 19, 2015","6,909.70","6,901.70","6,955.05","6,886.90","650.95M","-0.02%"
"May 18, 2015","6,910.85","6,845.85","6,916.10","6,839.30","626.58M","1.23%"
"May 15, 2015","6,827.05","6,813.10","6,842.15","6,798.75","632.00M","0.45%"
"May 14, 2015","6,796.75","6,778.50","6,804.15","6,720.00","616.06M","0.24%"
"May 13, 2015","6,780.40","6,733.30","6,793.20","6,677.95","699.60M","1.36%"
"May 12, 2015","6,689.40","6,842.60","6,842.60","6,683.15","613.94M","-2.19%"
"May 11, 2015","6,839.00","6,771.35","6,843.30","6,765.05","577.15M","1.64%"
"May 08, 2015","6,728.90","6,676.15","6,752.65","6,676.15","586.72M","1.69%"
"May 07, 2015","6,616.85","6,667.50","6,688.75","6,572.70","693.62M","-0.96%"
"May 06, 2015","6,680.90","6,869.95","6,871.90","6,671.35","751.60M","-2.87%"
"May 05, 2015","6,878.50","6,880.65","6,900.45","6,847.40","593.60M","0.07%"
"May 04, 2015","6,873.40","6,790.80","6,883.20","6,788.55","573.07M","1.83%"
"Apr 30, 2015","6,749.65","6,771.05","6,771.05","6,714.95","873.35M","-0.47%"
"Apr 29, 2015","6,781.70","6,793.70","6,823.10","6,757.90","597.75M","-0.19%"
"Apr 28, 2015","6,794.65","6,720.65","6,808.00","6,698.45","667.20M","1.05%"
"Apr 27, 2015","6,723.90","6,846.70","6,846.70","6,715.90","653.19M","-1.50%"
"Apr 24, 2015","6,826.55","6,931.55","6,931.55","6,804.20","607.56M","-1.38%"
"Apr 23, 2015","6,922.40","6,978.35","7,002.55","6,899.50","547.95M","-0.22%"
"Apr 22, 2015","6,938.00","6,928.30","6,948.50","6,836.65","634.98M","0.43%"
"Apr 21, 2015","6,908.00","6,943.50","6,977.10","6,890.10","833.27M","-0.72%"
"Apr 20, 2015","6,958.00","7,104.65","7,104.65","6,933.00","575.69M","-1.92%"
"Apr 17, 2015","7,093.85","7,180.40","7,180.40","7,087.10","553.47M","-1.25%"
"Apr 16, 2015","7,183.35","7,233.85","7,233.85","7,134.50","647.03M","-0.57%"
"Apr 15, 2015","7,224.20","7,299.55","7,299.55","7,205.45","761.01M","-0.85%"
"Apr 13, 2015","7,286.20","7,266.15","7,292.00","7,245.60","625.25M","0.55%"
"Apr 10, 2015","7,246.05","7,236.00","7,251.45","7,217.45","728.75M","0.17%"
"Apr 09, 2015","7,234.00","7,229.90","7,237.35","7,171.10","763.40M","0.56%"
"Apr 08, 2015","7,193.60","7,176.70","7,205.75","7,168.40","856.21M","0.69%"
"Apr 07, 2015","7,144.40","7,148.85","7,158.10","7,083.65","798.53M","0.25%"
"Apr 06, 2015","7,126.75","7,087.05","7,131.55","7,059.65","706.94M","0.94%"
"Apr 01, 2015","7,060.20","6,975.80","7,068.85","6,964.65","615.40M","1.18%"
"Mar 31, 2015","6,978.15","7,001.70","7,020.80","6,952.35","730.76M","0.12%"
"Mar 30, 2015","6,969.95","6,889.35","6,976.75","6,889.20","584.58M","1.80%"
"Mar 27, 2015","6,846.60","6,889.10","6,894.75","6,778.45","725.41M","0.01%"
"Mar 26, 2015","6,846.25","6,934.20","6,945.65","6,836.15","853.21M","-1.81%"
"Mar 25, 2015","6,972.45","7,005.25","7,006.30","6,963.70","608.74M","-0.18%"
"Mar 24, 2015","6,984.75","6,991.70","7,040.15","6,980.30","605.39M","-0.18%"
"Mar 23, 2015","6,997.60","7,045.80","7,053.10","6,990.15","616.69M","-0.44%"
"Mar 20, 2015","7,028.20","7,096.20","7,096.20","7,016.05","845.92M","-0.97%"
"Mar 19, 2015","7,096.75","7,189.55","7,217.70","7,086.25","714.84M","-0.56%"
"Mar 18, 2015","7,137.05","7,172.65","7,175.10","7,120.65","757.63M","-0.24%"
"Mar 17, 2015","7,154.05","7,122.10","7,166.40","7,087.25","689.19M","1.06%"
"Mar 16, 2015","7,078.95","7,111.05","7,111.30","7,064.55","621.42M","-0.30%"
"Mar 13, 2015","7,099.90","7,253.75","7,253.75","7,089.20","804.27M","-1.43%"
"Mar 12, 2015","7,202.60","7,158.85","7,209.80","7,158.85","804.76M","1.07%"
"Mar 11, 2015","7,126.60","7,156.15","7,166.20","7,115.80","748.36M","-0.21%"
"Mar 10, 2015","7,141.70","7,184.40","7,199.00","7,116.75","677.96M","-0.42%"
"Mar 09, 2015","7,171.50","7,267.15","7,267.15","7,162.30","749.30M","-1.81%"
"Mar 05, 2015","7,303.35","7,287.80","7,314.80","7,238.50","804.37M","0.32%"
"Mar 04, 2015","7,279.80","7,426.80","7,428.10","7,260.60","1.10B","-0.90%"
"Mar 03, 2015","7,345.55","7,309.50","7,352.60","7,288.05","852.52M","0.63%"
"Mar 02, 2015","7,299.65","7,281.85","7,308.00","7,234.95","957.38M","0.83%"
"Feb 28, 2015","7,239.45","7,262.70","7,273.10","7,131.40","1.14B","0.40%"
"Feb 27, 2015","7,210.30","7,111.10","7,217.05","7,111.10","1.12B","1.88%"
"Feb 26, 2015","7,077.50","7,154.75","7,154.75","7,066.05","840.21M","-0.93%"
"Feb 25, 2015","7,144.20","7,177.45","7,204.75","7,134.25","671.85M","-0.03%"
"Feb 24, 2015","7,146.60","7,162.55","7,171.45","7,123.20","742.44M","-0.01%"
"Feb 23, 2015","7,147.55","7,233.35","7,237.15","7,134.50","708.66M","-0.86%"
"Feb 20, 2015","7,209.40","7,250.75","7,250.75","7,194.90","875.26M","-0.46%"
"Feb 19, 2015","7,242.85","7,245.55","7,258.95","7,168.00","919.29M","0.20%"
"Feb 18, 2015","7,228.55","7,182.20","7,242.45","7,182.20","1.07B","0.75%"
"Feb 16, 2015","7,175.00","7,200.60","7,227.05","7,162.00","927.52M","-0.02%"
"Feb 13, 2015","7,176.20","7,134.10","7,186.30","7,129.80","853.45M","0.96%"
"Feb 12, 2015","7,108.20","7,071.15","7,117.20","7,032.20","881.19M","1.09%"
"Feb 11, 2015","7,031.80","6,990.45","7,040.45","6,990.35","743.04M","1.03%"
"Feb 10, 2015","6,959.90","6,889.25","7,022.95","6,888.05","835.32M","0.54%"
"Feb 09, 2015","6,922.35","6,973.35","6,978.65","6,915.45","709.12M","-1.52%"
"Feb 06, 2015","7,029.45","7,070.05","7,087.20","7,019.70","789.97M","-0.67%"
"Feb 05, 2015","7,076.65","7,116.80","7,176.70","7,056.40","801.85M","-0.45%"
"Feb 04, 2015","7,108.75","7,164.80","7,164.80","7,095.30","925.12M","-0.40%"
"Feb 03, 2015","7,137.45","7,196.75","7,203.75","7,124.20","873.51M","-0.49%"
"Feb 02, 2015","7,172.90","7,164.60","7,196.60","7,142.00","862.67M","0.09%"
"Jan 30, 2015","7,166.70","7,293.25","7,293.25","7,140.15","1.15B","-1.25%"
"Jan 29, 2015","7,257.25","7,234.40","7,264.55","7,203.25","968.37M","0.22%"
"Jan 28, 2015","7,241.55","7,224.75","7,290.45","7,210.65","836.27M","0.17%"
"Jan 27, 2015","7,229.05","7,197.75","7,236.80","7,169.80","753.39M","0.82%"
"Jan 23, 2015","7,170.25","7,176.00","7,191.90","7,137.45","853.71M","0.68%"
"Jan 22, 2015","7,121.85","7,111.65","7,136.10","7,092.95","828.37M","0.31%"
"Jan 21, 2015","7,099.60","7,100.50","7,117.00","7,071.90","740.15M","0.27%"
"Jan 20, 2015","7,080.65","7,013.15","7,088.55","7,013.15","715.53M","1.27%"
"Jan 19, 2015","6,992.15","6,988.30","7,013.30","6,984.45","753.12M","0.44%"
"Jan 16, 2015","6,961.45","6,945.10","6,970.95","6,913.35","793.40M","0.35%"
"Jan 15, 2015","6,937.50","6,897.15","6,962.15","6,870.95","908.18M","2.22%"
"Jan 14, 2015","6,787.15","6,810.20","6,828.90","6,759.55","617.34M","-0.21%"
"Jan 13, 2015","6,801.40","6,835.25","6,846.70","6,777.70","633.10M","-0.20%"
"Jan 12, 2015","6,815.05","6,790.60","6,819.10","6,763.20","565.06M","0.47%"
"Jan 09, 2015","6,783.00","6,798.45","6,811.30","6,727.35","656.15M","0.41%"
"Jan 08, 2015","6,755.45","6,715.35","6,758.25","6,708.00","654.89M","1.66%"
"Jan 07, 2015","6,644.95","6,653.65","6,680.50","6,605.40","723.29M","-0.18%"
"Jan 06, 2015","6,656.80","6,817.65","6,817.65","6,646.40","716.91M","-2.93%"
"Jan 05, 2015","6,857.45","6,877.35","6,913.25","6,848.25","614.33M","-0.13%"
"Jan 02, 2015","6,866.45","6,792.40","6,883.05","6,792.40","617.74M","1.18%"
"Jan 01, 2015","6,786.10","6,767.60","6,794.25","6,755.00","440.91M","0.18%"
"Dec 31, 2014","6,773.65","6,730.50","6,779.30","6,730.50","532.19M","0.59%"
"Dec 30, 2014","6,733.75","6,730.65","6,739.20","6,708.65","512.34M","0.23%"
"Dec 29, 2014","6,718.60","6,688.75","6,741.45","6,688.75","489.68M","0.66%"
"Dec 26, 2014","6,674.80","6,672.15","6,696.80","6,635.25","447.22M","0.36%"
"Dec 24, 2014","6,650.60","6,706.95","6,718.45","6,641.45","918.67M","-0.78%"
"Dec 23, 2014","6,703.00","6,748.35","6,778.80","6,692.55","556.34M","-0.61%"
"Dec 22, 2014","6,744.15","6,690.85","6,748.40","6,676.40","524.57M","1.11%"
"Dec 19, 2014","6,670.15","6,684.15","6,709.00","6,661.00","748.94M","0.67%"
"Dec 18, 2014","6,625.60","6,579.10","6,633.45","6,561.80","669.43M","2.04%"
"Dec 17, 2014","6,492.90","6,501.80","6,535.70","6,410.35","853.40M","-0.50%"
"Dec 16, 2014","6,525.20","6,630.25","6,643.75","6,513.10","838.07M","-2.13%"
"Dec 15, 2014","6,667.55","6,632.40","6,687.80","6,632.40","571.91M","-0.19%"
"Dec 12, 2014","6,680.55","6,756.10","6,774.70","6,675.60","670.32M","-0.95%"
"Dec 11, 2014","6,744.95","6,784.40","6,793.00","6,725.90","658.75M","-0.75%"
"Dec 10, 2014","6,796.25","6,751.60","6,809.85","6,751.60","603.64M","0.42%"
"Dec 09, 2014","6,767.60","6,855.20","6,864.70","6,761.00","645.40M","-1.31%"
"Dec 08, 2014","6,857.15","6,941.90","6,948.80","6,852.85","688.30M","-1.16%"
"Dec 05, 2014","6,937.55","6,975.75","6,984.10","6,927.35","764.88M","-0.33%"
"Dec 04, 2014","6,960.75","6,968.00","6,995.70","6,928.15","788.03M","0.36%"
"Dec 03, 2014","6,935.55","6,903.25","6,942.95","6,901.75","787.26M","0.58%"
"Dec 02, 2014","6,895.70","6,882.75","6,909.45","6,863.25","667.49M","-0.03%"
"Dec 01, 2014","6,898.05","6,931.50","6,943.50","6,894.05","640.05M","-0.29%"
"Nov 28, 2014","6,918.05","6,864.15","6,944.05","6,864.15","773.62M","1.06%"
"Nov 27, 2014","6,845.30","6,825.95","6,852.00","6,819.85","854.71M","0.29%"
"Nov 26, 2014","6,825.45","6,799.40","6,843.20","6,792.75","639.64M","0.22%"
"Nov 25, 2014","6,810.45","6,882.85","6,882.85","6,776.30","1.08B","-1.02%"
"Nov 24, 2014","6,880.80","6,863.60","6,890.30","6,858.10","592.76M","0.49%"
"Nov 21, 2014","6,847.30","6,813.05","6,864.45","6,808.85","644.54M","0.60%"
"Nov 20, 2014","6,806.30","6,815.15","6,817.55","6,767.60","629.12M","0.13%"
"Nov 19, 2014","6,797.70","6,850.85","6,860.70","6,777.75","727.48M","-0.58%"
"Nov 18, 2014","6,837.35","6,835.80","6,859.35","6,822.70","790.38M","0.17%"
"Nov 17, 2014","6,825.75","6,781.55","6,829.30","6,766.80","728.89M","0.59%"
"Nov 14, 2014","6,785.75","6,758.95","6,792.45","6,749.80","742.75M","0.48%"
"Nov 13, 2014","6,753.55","6,797.55","6,798.55","6,725.85","783.45M","-0.35%"
"Nov 12, 2014","6,777.60","6,767.80","6,801.95","6,767.80","724.12M","0.36%"
"Nov 11, 2014","6,753.10","6,739.15","6,761.20","6,714.90","794.97M","0.38%"
"Nov 10, 2014","6,727.75","6,728.20","6,757.40","6,701.20","689.25M","0.10%"
"Nov 07, 2014","6,720.95","6,717.45","6,734.10","6,680.10","799.00M","0.11%"
"Nov 05, 2014","6,713.75","6,726.60","6,742.95","6,707.55","929.52M","0.14%"
"Nov 03, 2014","6,704.30","6,705.25","6,709.15","6,676.80","872.78M","0.28%"
"Oct 31, 2014","6,685.75","6,598.05","6,689.55","6,598.05","870.10M","1.76%"
"Oct 30, 2014","6,570.30","6,510.35","6,575.65","6,510.35","831.61M","0.87%"
"Oct 29, 2014","6,513.75","6,500.65","6,518.05","6,487.40","590.00M","0.75%"
"Oct 28, 2014","6,465.15","6,444.00","6,469.30","6,439.65","505.89M","0.41%"
"Oct 27, 2014","6,438.90","6,498.75","6,498.75","6,434.95","545.88M","-0.38%"
"Oct 23, 2014","6,463.25","6,468.25","6,469.85","6,457.40","129.33M","0.41%"
"Oct 22, 2014","6,436.55","6,431.40","6,441.70","6,418.55","558.16M","0.92%"
"Oct 21, 2014","6,378.15","6,355.50","6,384.70","6,340.50","605.56M","0.68%"
"Oct 20, 2014","6,334.80","6,346.95","6,356.50","6,317.55","625.62M","1.27%"
"Oct 17, 2014","6,255.15","6,221.90","6,283.50","6,204.00","664.74M","0.48%"
"Oct 16, 2014","6,225.30","6,317.20","6,359.45","6,208.55","727.92M","-1.81%"
"Oct 14, 2014","6,339.90","6,380.20","6,384.55","6,319.35","716.69M","-0.20%"
"Oct 13, 2014","6,352.40","6,307.70","6,362.30","6,284.55","584.22M","0.35%"
"Oct 10, 2014","6,330.35","6,377.95","6,386.80","6,323.35","648.27M","-1.34%"
"Oct 09, 2014","6,416.40","6,348.65","6,424.50","6,348.65","666.73M","1.58%"
"Oct 08, 2014","6,316.65","6,308.70","6,341.80","6,296.00","611.21M","-0.13%"
"Oct 07, 2014","6,324.85","6,369.35","6,404.15","6,318.75","669.18M","-1.14%"
"Oct 01, 2014","6,398.05","6,413.20","6,431.20","6,393.80","770.79M","-0.28%"
"Sep 30, 2014","6,415.70","6,399.05","6,469.50","6,384.80","746.38M","0.12%"
"Sep 29, 2014","6,408.30","6,403.95","6,435.05","6,383.00","602.19M","0.18%"
"Sep 26, 2014","6,396.55","6,319.85","6,405.30","6,286.50","843.53M","0.84%"
"Sep 25, 2014","6,343.15","6,438.70","6,448.90","6,319.15","1.15B","-1.46%"
"Sep 24, 2014","6,437.25","6,463.30","6,481.30","6,393.80","823.65M","-0.43%"
"Sep 23, 2014","6,464.80","6,577.70","6,591.50","6,459.05","738.00M","-1.70%"
"Sep 22, 2014","6,576.60","6,532.55","6,586.80","6,521.00","639.93M","0.23%"
"Sep 19, 2014","6,561.65","6,574.45","6,603.50","6,551.15","958.41M","0.03%"
"Sep 18, 2014","6,560.00","6,426.80","6,563.95","6,423.75","812.72M","1.82%"
"Sep 17, 2014","6,442.50","6,445.25","6,457.70","6,401.55","706.50M","0.49%"
"Sep 16, 2014","6,411.25","6,538.60","6,550.25","6,404.20","943.63M","-1.97%"
"Sep 15, 2014","6,540.10","6,547.25","6,556.45","6,518.05","772.67M","-0.50%"
"Sep 12, 2014","6,572.70","6,559.80","6,579.30","6,548.45","756.11M","0.27%"
"Sep 11, 2014","6,554.75","6,558.40","6,572.45","6,527.95","809.54M","0.22%"
"Sep 10, 2014","6,540.25","6,562.45","6,563.15","6,531.85","777.71M","-0.56%"
"Sep 09, 2014","6,577.05","6,574.65","6,584.95","6,553.65","710.89M","-0.01%"
"Sep 08, 2014","6,578.00","6,537.60","6,580.80","6,537.05","736.85M","1.16%"
"Sep 05, 2014","6,502.30","6,506.60","6,528.40","6,476.15","935.38M","0.01%"
"Sep 04, 2014","6,501.95","6,515.60","6,515.60","6,465.55","917.12M","-0.24%"
"Sep 03, 2014","6,517.70","6,506.50","6,536.55","6,500.50","791.18M","0.51%"
"Sep 02, 2014","6,484.35","6,447.80","6,499.80","6,447.80","720.92M","0.71%"
"Sep 01, 2014","6,438.45","6,388.10","6,441.55","6,388.10","674.01M","1.22%"
"Aug 28, 2014","6,360.75","6,363.75","6,378.95","6,349.65","826.21M","0.09%"
"Aug 27, 2014","6,355.15","6,352.10","6,365.50","6,339.25","603.14M","0.42%"
"Aug 26, 2014","6,328.45","6,311.25","6,340.60","6,289.90","679.46M","-0.06%"
"Aug 25, 2014","6,332.45","6,366.00","6,391.30","6,327.10","626.49M","-0.31%"
"Aug 22, 2014","6,352.35","6,351.85","6,367.80","6,342.20","600.28M","0.21%"
"Aug 21, 2014","6,339.35","6,324.90","6,366.35","6,313.15","639.99M","0.28%"
"Aug 20, 2014","6,321.65","6,342.20","6,342.20","6,312.85","645.11M","-0.11%"
"Aug 19, 2014","6,328.80","6,316.20","6,335.05","6,309.10","706.83M","0.55%"
"Aug 18, 2014","6,294.10","6,208.90","6,298.35","6,208.90","634.42M","1.26%"
"Aug 14, 2014","6,215.65","6,178.25","6,218.00","6,168.55","776.22M","0.79%"
"Aug 13, 2014","6,167.20","6,177.70","6,205.25","6,130.85","855.72M","-0.31%"
"Aug 12, 2014","6,186.15","6,158.60","6,190.45","6,139.85","524.62M","1.12%"
"Aug 11, 2014","6,117.65","6,113.95","6,125.85","6,100.20","506.10M","0.74%"
"Aug 08, 2014","6,072.65","6,104.05","6,104.05","6,051.35","619.68M","-1.31%"
"Aug 07, 2014","6,153.50","6,160.30","6,195.70","6,141.85","603.61M","-0.33%"
"Aug 06, 2014","6,173.70","6,210.40","6,231.80","6,165.40","673.35M","-0.85%"
"Aug 05, 2014","6,226.45","6,192.30","6,229.55","6,150.25","741.59M","0.82%"
"Aug 04, 2014","6,175.70","6,138.20","6,183.60","6,136.60","621.41M","1.05%"
"Aug 01, 2014","6,111.70","6,146.55","6,201.10","6,106.45","850.80M","-1.34%"
"Jul 31, 2014","6,194.45","6,227.40","6,243.55","6,189.55","963.00M","-0.61%"
"Jul 30, 2014","6,232.60","6,196.10","6,237.50","6,168.45","733.71M","0.53%"
"Jul 28, 2014","6,200.00","6,231.55","6,237.10","6,182.30","597.65M","-0.49%"
"Jul 25, 2014","6,230.45","6,278.75","6,284.30","6,192.60","819.81M","-0.77%"
"Jul 24, 2014","6,278.95","6,263.90","6,283.35","6,242.95","703.21M","0.29%"
"Jul 23, 2014","6,261.10","6,272.95","6,283.60","6,226.80","710.70M","0.16%"
"Jul 22, 2014","6,251.35","6,219.55","6,254.45","6,216.40","662.84M","0.82%"
"Jul 21, 2014","6,200.30","6,213.05","6,234.80","6,193.50","584.93M","0.25%"
"Jul 18, 2014","6,184.55","6,167.45","6,199.55","6,135.25","718.75M","0.08%"
"Jul 17, 2014","6,179.45","6,140.55","6,185.95","6,140.55","760.46M","0.51%"
"Jul 16, 2014","6,147.90","6,096.15","6,157.60","6,080.00","835.06M","1.33%"
"Jul 15, 2014","6,067.35","6,020.25","6,071.55","6,004.65","696.47M","1.28%"
"Jul 14, 2014","5,990.70","5,993.65","6,008.55","5,958.90","688.86M","-0.02%"
"Jul 11, 2014","5,991.70","6,116.00","6,153.55","5,981.45","1.01B","-1.86%"
"Jul 10, 2014","6,105.20","6,105.95","6,233.05","6,008.20","1.40B","0.02%"
"Jul 09, 2014","6,104.00","6,159.20","6,169.05","6,076.20","979.62M","-0.79%"
"Jul 08, 2014","6,152.30","6,336.45","6,336.45","6,131.55","945.57M","-2.68%"
"Jul 07, 2014","6,322.00","6,319.80","6,329.30","6,300.90","753.88M","0.39%"
"Jul 04, 2014","6,297.60","6,273.05","6,300.85","6,230.00","766.99M","0.49%"
"Jul 03, 2014","6,267.20","6,289.90","6,301.70","6,260.10","876.93M","-0.15%"
"Jul 02, 2014","6,276.90","6,240.10","6,282.20","6,240.10","933.16M","1.24%"
"Jul 01, 2014","6,199.90","6,192.00","6,212.00","6,187.20","808.78M","0.42%"
"Jun 30, 2014","6,174.20","6,102.40","6,180.85","6,102.40","818.64M","1.51%"
"Jun 27, 2014","6,082.10","6,083.30","6,105.80","6,055.35","810.70M","0.27%"
"Jun 26, 2014","6,065.80","6,107.80","6,119.90","6,058.55","938.59M","-0.81%"
"Jun 25, 2014","6,115.15","6,123.05","6,127.25","6,106.65","806.98M","0.02%"
"Jun 24, 2014","6,113.85","6,054.20","6,124.40","6,054.20","937.53M","1.26%"
"Jun 23, 2014","6,037.95","6,044.40","6,065.70","6,001.25","816.07M","-0.01%"
"Jun 20, 2014","6,038.60","6,066.45","6,082.75","6,026.90","877.25M","-0.43%"
"Jun 19, 2014","6,064.75","6,103.05","6,127.30","6,040.95","819.80M","-0.33%"
"Jun 18, 2014","6,084.85","6,146.25","6,177.70","6,049.20","1.15B","-0.89%"
"Jun 17, 2014","6,139.35","6,051.25","6,142.75","6,044.20","907.34M","1.36%"
"Jun 16, 2014","6,056.70","6,050.00","6,064.00","5,990.70","981.71M","-0.01%"
"Jun 13, 2014","6,057.50","6,184.45","6,191.00","6,040.45","1.11B","-1.80%"
"Jun 12, 2014","6,168.80","6,161.70","6,178.05","6,124.05","989.17M","0.26%"
"Jun 11, 2014","6,152.55","6,207.20","6,234.25","6,123.60","1.34B","-0.64%"
"Jun 10, 2014","6,192.30","6,218.30","6,218.30","6,125.20","1.40B","-0.07%"
"Jun 09, 2014","6,196.70","6,164.55","6,209.80","6,164.30","1.66B","1.09%"
"Jun 06, 2014","6,129.95","6,078.05","6,134.15","6,067.60","1.41B","1.53%"
"Jun 05, 2014","6,037.65","5,979.20","6,043.00","5,948.05","1.35B","1.08%"
"Jun 04, 2014","5,972.85","5,960.95","5,982.05","5,955.10","1.24B","0.27%"
"Jun 03, 2014","5,956.85","5,926.20","5,963.10","5,906.45","1.14B","0.76%"
"Jun 02, 2014","5,911.70","5,829.10","5,914.05","5,818.30","924.77M","1.88%"
"May 30, 2014","5,802.85","5,813.95","5,831.20","5,789.25","1.19B","0.11%"
"May 29, 2014","5,796.45","5,855.85","5,860.85","5,788.85","1.11B","-1.11%"
"May 28, 2014","5,861.25","5,853.30","5,870.60","5,835.75","1.10B","0.29%"
"May 27, 2014","5,844.20","5,888.40","5,888.40","5,796.30","1.13B","-0.67%"
"May 26, 2014","5,883.75","5,976.85","6,035.15","5,804.15","1.79B","-0.67%"
"May 23, 2014","5,923.65","5,872.85","5,931.60","5,870.00","1.51B","1.41%"
"May 22, 2014","5,841.30","5,828.70","5,872.20","5,813.05","1.61B","0.85%"
"May 21, 2014","5,792.30","5,799.90","5,809.30","5,748.65","1.44B","0.02%"
"May 20, 2014","5,790.95","5,804.90","5,824.45","5,762.25","1.67B","0.49%"
"May 19, 2014","5,762.60","5,711.85","5,766.85","5,682.20","1.71B","1.88%"
"May 16, 2014","5,656.00","5,689.30","5,888.15","5,610.50","1.65B","1.36%"
"May 15, 2014","5,580.30","5,588.90","5,618.35","5,554.45","917.00M","-0.06%"
"May 14, 2014","5,583.60","5,569.25","5,593.50","5,555.45","1.05B","0.38%"
"May 13, 2014","5,562.55","5,526.80","5,600.10","5,524.45","1.17B","1.51%"
"May 12, 2014","5,479.70","5,380.25","5,482.90","5,380.25","882.12M","1.93%"
"May 09, 2014","5,375.90","5,232.25","5,382.50","5,231.90","802.91M","2.66%"
"May 08, 2014","5,236.60","5,246.30","5,261.75","5,222.40","501.09M","0.07%"
"May 07, 2014","5,232.85","5,269.50","5,278.50","5,227.45","546.47M","-0.76%"
"May 06, 2014","5,273.10","5,275.40","5,294.10","5,262.85","468.44M","0.24%"
"May 05, 2014","5,260.30","5,253.75","5,289.60","5,253.75","556.91M","-0.01%"
"May 02, 2014","5,260.95","5,271.05","5,291.10","5,256.20","578.85M","0.10%"
"Apr 30, 2014","5,255.65","5,294.80","5,334.10","5,221.95","929.19M","-0.58%"
"Apr 29, 2014","5,286.05","5,330.05","5,338.30","5,283.25","748.80M","-0.67%"
"Apr 28, 2014","5,321.50","5,327.55","5,334.50","5,307.55","676.37M","-0.13%"
"Apr 25, 2014","5,328.60","5,372.80","5,373.85","5,320.10","730.35M","-0.63%"
"Apr 23, 2014","5,362.45","5,352.80","5,377.95","5,351.85","849.32M","0.30%"
"Apr 22, 2014","5,346.60","5,354.30","5,365.80","5,341.00","683.29M","-0.01%"
"Apr 21, 2014","5,347.25","5,321.45","5,352.55","5,321.45","606.04M","0.69%"
"Apr 17, 2014","5,310.75","5,246.30","5,312.65","5,242.30","651.55M","1.54%"
"Apr 16, 2014","5,230.35","5,275.00","5,294.70","5,222.85","708.35M","-0.91%"
"Apr 15, 2014","5,278.15","5,330.25","5,334.90","5,267.10","678.14M","-0.74%"
"Apr 11, 2014","5,317.70","5,302.40","5,326.85","5,294.15","847.36M","-0.20%"
"Apr 10, 2014","5,328.40","5,322.25","5,345.80","5,308.80","1.04B","0.25%"
"Apr 09, 2014","5,315.25","5,254.70","5,321.30","5,252.60","856.24M","1.55%"
"Apr 07, 2014","5,234.20","5,236.30","5,256.60","5,198.50","797.27M","-0.01%"
"Apr 04, 2014","5,234.50","5,257.30","5,257.30","5,229.70","826.04M","-0.38%"
"Apr 03, 2014","5,254.35","5,281.60","5,281.60","5,227.60","854.00M","-0.34%"
"Apr 02, 2014","5,272.40","5,261.70","5,276.10","5,246.25","790.58M","0.76%"
"Apr 01, 2014","5,232.85","5,244.15","5,244.15","5,199.40","694.08M","0.15%"
"Mar 31, 2014","5,224.85","5,224.45","5,234.30","5,188.05","826.19M","0.44%"
"Mar 28, 2014","5,202.15","5,170.50","5,206.65","5,161.10","705.76M","1.09%"
"Mar 27, 2014","5,146.20","5,121.65","5,165.80","5,117.40","887.31M","0.62%"
"Mar 26, 2014","5,114.70","5,121.90","5,132.20","5,097.05","685.26M","0.23%"
"Mar 25, 2014","5,102.75","5,071.05","5,105.35","5,071.05","562.89M","0.23%"
"Mar 24, 2014","5,091.20","5,049.90","5,095.10","5,049.90","519.22M","1.07%"
"Mar 22, 2014","5,037.50","5,036.80","5,040.90","5,030.00","76.40M","0.13%"
"Mar 21, 2014","5,031.05","5,037.55","5,041.70","5,024.45","587.52M","0.32%"
"Mar 20, 2014","5,014.80","5,032.85","5,045.00","5,008.50","508.81M","-0.58%"
"Mar 19, 2014","5,044.20","5,047.70","5,055.40","5,030.95","545.24M","0.17%"
"Mar 18, 2014","5,035.40","5,031.60","5,063.80","5,020.80","563.03M","0.48%"
"Mar 14, 2014","5,011.55","4,977.45","5,019.65","4,962.95","545.21M","0.09%"
"Mar 13, 2014","5,007.20","5,016.60","5,063.65","4,995.85","598.45M","-0.43%"
"Mar 12, 2014","5,028.70","5,017.05","5,050.15","5,011.60","562.04M","0.03%"
"Mar 11, 2014","5,026.95","5,048.65","5,069.10","5,016.40","741.47M","-0.39%"
"Mar 10, 2014","5,046.45","5,010.35","5,060.70","5,010.35","737.16M","0.25%"
"Mar 07, 2014","5,033.85","4,971.05","5,040.95","4,971.05","914.47M","1.51%"
"Mar 06, 2014","4,959.10","4,913.75","4,961.95","4,913.75","656.38M","1.19%"
"Mar 05, 2014","4,900.85","4,896.20","4,906.20","4,871.25","558.98M","0.57%"
"Mar 04, 2014","4,873.20","4,815.20","4,875.20","4,815.20","531.57M","1.18%"
"Mar 03, 2014","4,816.30","4,842.30","4,857.85","4,809.55","496.59M","-0.68%"
"Feb 28, 2014","4,849.50","4,814.45","4,852.05","4,814.45","570.02M","0.69%"
"Feb 26, 2014","4,816.40","4,796.90","4,819.40","4,796.90","563.91M","0.47%"
"Feb 25, 2014","4,793.90","4,797.60","4,808.75","4,780.10","437.18M","0.22%"
"Feb 24, 2014","4,783.15","4,755.30","4,786.25","4,752.70","407.96M","0.43%"
"Feb 21, 2014","4,762.75","4,728.15","4,764.90","4,728.15","412.79M","0.98%"
"Feb 20, 2014","4,716.35","4,733.10","4,739.70","4,713.95","448.86M","-0.77%"
